Colour Name,First Usage,Colour Family,hex,URL,Part of Speech,0000D category
carmine,1737,deep red or crimson,crimson,,adjective,The external world > matter > colour > named colors
claret-coloured,1779,deep red or crimson,crimson,,adjective,The external world > matter > colour > named colors
ensanguined,1785,deep red or crimson,crimson,,adjective,The external world > matter > colour > named colors
peony,1810,deep red or crimson,crimson,,adjective,The external world > matter > colour > named colors
sanguinaceous,1816,deep red or crimson,crimson,,adjective,The external world > matter > colour > named colors
gory,1822,deep red or crimson,crimson,,adjective,The external world > matter > colour > named colors
crimsony,1830,deep red or crimson,crimson,,adjective,The external world > matter > colour > named colors
vinous,1834,deep red or crimson,crimson,,adjective,The external world > matter > colour > named colors
laky,1849,deep red or crimson,crimson,,adjective,The external world > matter > colour > named colors
grenat,1851,deep red or crimson,crimson,,adjective,The external world > matter > colour > named colors
madder,1852,deep red or crimson,crimson,,adjective,The external world > matter > colour > named colors
wine-dark,1855,deep red or crimson,crimson,,adjective,The external world > matter > colour > named colors
poppy crimson,1879,deep red or crimson,crimson,,adjective,The external world > matter > colour > named colors
claret,1882,deep red or crimson,crimson,,adjective,The external world > matter > colour > named colors
vinous,1894,deep red or crimson,crimson,,adjective,The external world > matter > colour > named colors
alizarin,1923,deep red or crimson,crimson,,adjective,The external world > matter > colour > named colors
wine,1950,deep red or crimson,crimson,,adjective,The external world > matter > colour > named colors
rusty,1398,brownish-red,darkred,,adjective,The external world > matter > colour > named colors
hepatic,1420,brownish-red,darkred,,adjective,The external world > matter > colour > named colors
horse-flesh,1530,brownish-red,darkred,,adjective,The external world > matter > colour > named colors
rubiginous,1538,brownish-red,darkred,,adjective,The external world > matter > colour > named colors
iron,1587,brownish-red,darkred,,adjective,The external world > matter > colour > named colors
sand-red,1639,brownish-red,darkred,,adjective,The external world > matter > colour > named colors
ferruginous,1656,brownish-red,darkred,,adjective,The external world > matter > colour > named colors
lateritious,1656,brownish-red,darkred,,adjective,The external world > matter > colour > named colors
blood bay,1684,brownish-red,darkred,,adjective,The external world > matter > colour > named colors
testaceous,1688,brownish-red,darkred,,adjective,The external world > matter > colour > named colors
rust-coloured,1691,brownish-red,darkred,,adjective,The external world > matter > colour > named colors
brick-coloured,1708,brownish-red,darkred,,adjective,The external world > matter > colour > named colors
maroon,1771,brownish-red,darkred,,adjective,The external world > matter > colour > named colors
rufous,1782,brownish-red,darkred,,adjective,The external world > matter > colour > named colors
rusted,1818,brownish-red,darkred,,adjective,The external world > matter > colour > named colors
brick-red,1823,brownish-red,darkred,,adjective,The external world > matter > colour > named colors
worm red,1831,brownish-red,darkred,,adjective,The external world > matter > colour > named colors
brownish-red,1832,brownish-red,darkred,,adjective,The external world > matter > colour > named colors
brown-red,1835,brownish-red,darkred,,adjective,The external world > matter > colour > named colors
foxy,1850,brownish-red,darkred,,adjective,The external world > matter > colour > named colors
rush,1854,brownish-red,darkred,,adjective,The external world > matter > colour > named colors
brickdust-like,1856,brownish-red,darkred,,adjective,The external world > matter > colour > named colors
brickdusty,1856,brownish-red,darkred,,adjective,The external world > matter > colour > named colors
chestnut-red,1882,brownish-red,darkred,,adjective,The external world > matter > colour > named colors
terra-cotta,1882,brownish-red,darkred,,adjective,The external world > matter > colour > named colors
copper-red,1883,brownish-red,darkred,,adjective,The external world > matter > colour > named colors
bricky,1884,brownish-red,darkred,,adjective,The external world > matter > colour > named colors
brickish,1900,brownish-red,darkred,,adjective,The external world > matter > colour > named colors
fox-red,1910,brownish-red,darkred,,adjective,The external world > matter > colour > named colors
oxblood,1918,brownish-red,darkred,,adjective,The external world > matter > colour > named colors
tony,1921,brownish-red,darkred,,adjective,The external world > matter > colour > named colors
rusty,1500,brownish-red,darkred,,adjective,The external world > matter > colour > named colors
mahogany-red,1843,brownish-red,darkred,,adjective,The external world > matter > colour > named colors
claret,1547,yellowish-red,lightsalmon,,adjective,The external world > matter > colour > named colors
roan,1558,yellowish-red,lightsalmon,,adjective,The external world > matter > colour > named colors
sherry-red,1898,yellowish-red,lightsalmon,,adjective,The external world > matter > colour > named colors
port-winey,1881,yellowish-red,lightsalmon,,adjective,The external world > matter > colour > named colors
fire-red,1382,orange-red,orangered,,adjective,The external world > matter > colour > named colors
flame-red,1382,orange-red,orangered,,adjective,The external world > matter > colour > named colors
flammid,1610,orange-red,orangered,,adjective,The external world > matter > colour > named colors
flammeous,1656,orange-red,orangered,,adjective,The external world > matter > colour > named colors
pimento,1921,orange-red,orangered,,adjective,The external world > matter > colour > named colors
pimiento,1963,orange-red,orangered,,adjective,The external world > matter > colour > named colors
flame,1970,orange-red,orangered,,adjective,The external world > matter > colour > named colors
rosen,0,rose-red or pink,pink,http://www.shzongyue.com/data/out/102/39584753-rose-red.jpg,adjective,The external world > matter > colour > named colors
rose-red,0,rose-red or pink,pink,http://www.shzongyue.com/data/out/102/39584753-rose-red.jpg,adjective,The external world > matter > colour > named colors
rosy,1381,rose-red or pink,pink,http://www.shzongyue.com/data/out/102/39584753-rose-red.jpg,adjective,The external world > matter > colour > named colors
roseate,1449,rose-red or pink,pink,http://www.shzongyue.com/data/out/102/39584753-rose-red.jpg,adjective,The external world > matter > colour > named colors
roset,1500,rose-red or pink,pink,http://www.shzongyue.com/data/out/102/39584753-rose-red.jpg,adjective,The external world > matter > colour > named colors
rosing,1505,rose-red or pink,pink,http://www.shzongyue.com/data/out/102/39584753-rose-red.jpg,adjective,The external world > matter > colour > named colors
rose-coloured,1526,rose-red or pink,pink,http://www.shzongyue.com/data/out/102/39584753-rose-red.jpg,adjective,The external world > matter > colour > named colors
rose-like,1530,rose-red or pink,pink,http://www.shzongyue.com/data/out/102/39584753-rose-red.jpg,adjective,The external world > matter > colour > named colors
roseal,1531,rose-red or pink,pink,http://www.shzongyue.com/data/out/102/39584753-rose-red.jpg,adjective,The external world > matter > colour > named colors
rosal,1566,rose-red or pink,pink,http://www.shzongyue.com/data/out/102/39584753-rose-red.jpg,adjective,The external world > matter > colour > named colors
rosy-fingered,1590,rose-red or pink,pink,http://www.shzongyue.com/data/out/102/39584753-rose-red.jpg,adjective,The external world > matter > colour > named colors
red rose,1591,rose-red or pink,pink,http://www.shzongyue.com/data/out/102/39584753-rose-red.jpg,adjective,The external world > matter > colour > named colors
carnation,1598,rose-red or pink,pink,http://www.shzongyue.com/data/out/102/39584753-rose-red.jpg,adjective,The external world > matter > colour > named colors
damask,1598,rose-red or pink,pink,http://www.shzongyue.com/data/out/102/39584753-rose-red.jpg,adjective,The external world > matter > colour > named colors
rosied,1600,rose-red or pink,pink,http://www.shzongyue.com/data/out/102/39584753-rose-red.jpg,adjective,The external world > matter > colour > named colors
damasked,1609,rose-red or pink,pink,http://www.shzongyue.com/data/out/102/39584753-rose-red.jpg,adjective,The external world > matter > colour > named colors
roseac,1638,rose-red or pink,pink,http://www.shzongyue.com/data/out/102/39584753-rose-red.jpg,adjective,The external world > matter > colour > named colors
rose,1667,rose-red or pink,pink,http://www.shzongyue.com/data/out/102/39584753-rose-red.jpg,adjective,The external world > matter > colour > named colors
rose pink,1778,rose-red or pink,pink,http://www.shzongyue.com/data/out/102/39584753-rose-red.jpg,adjective,The external world > matter > colour > named colors
rosaceous,1783,rose-red or pink,pink,http://www.shzongyue.com/data/out/102/39584753-rose-red.jpg,adjective,The external world > matter > colour > named colors
rose-tinted,1783,rose-red or pink,pink,http://www.shzongyue.com/data/out/102/39584753-rose-red.jpg,adjective,The external world > matter > colour > named colors
blush-rose,1888,rose-red or pink,pink,http://www.shzongyue.com/data/out/102/39584753-rose-red.jpg,adjective,The external world > matter > colour > named colors
incarnate,1533,pale-red or pink,pink,,adjective,The external world > matter > colour > named colors
fleshy,1555,pale-red or pink,pink,,adjective,The external world > matter > colour > named colors
incarnation,1562,pale-red or pink,pink,,adjective,The external world > matter > colour > named colors
pallet,1565,pale-red or pink,pink,,adjective,The external world > matter > colour > named colors
peach,1583,pale-red or pink,pink,,adjective,The external world > matter > colour > named colors
bepurfurate,1584,pale-red or pink,pink,,adjective,The external world > matter > colour > named colors
blush,1597,pale-red or pink,pink,,adjective,The external world > matter > colour > named colors
carnation,1598,pale-red or pink,pink,,adjective,The external world > matter > colour > named colors
peachy,1599,pale-red or pink,pink,,adjective,The external world > matter > colour > named colors
peach-coloured,1600,pale-red or pink,pink,,adjective,The external world > matter > colour > named colors
pink-coloured,1600,pale-red or pink,pink,,adjective,The external world > matter > colour > named colors
pink,1607,pale-red or pink,pink,,adjective,The external world > matter > colour > named colors
blush-coloured,1626,pale-red or pink,pink,,adjective,The external world > matter > colour > named colors
blushy,1626,pale-red or pink,pink,,adjective,The external world > matter > colour > named colors
gridelin,1652,pale-red or pink,pink,,adjective,The external world > matter > colour > named colors
carnationed,1658,pale-red or pink,pink,,adjective,The external world > matter > colour > named colors
pinky,1661,pale-red or pink,pink,,adjective,The external world > matter > colour > named colors
carneous,1673,pale-red or pink,pink,,adjective,The external world > matter > colour > named colors
peach blossom,1702,pale-red or pink,pink,,adjective,The external world > matter > colour > named colors
flesh-coloured,1703,pale-red or pink,pink,,adjective,The external world > matter > colour > named colors
flesh-colour,1711,pale-red or pink,pink,,adjective,The external world > matter > colour > named colors
mushroom-coloured,1770,pale-red or pink,pink,,adjective,The external world > matter > colour > named colors
salmon-coloured,1776,pale-red or pink,pink,,adjective,The external world > matter > colour > named colors
pinkish,1785,pale-red or pink,pink,,adjective,The external world > matter > colour > named colors
salmon,1786,pale-red or pink,pink,,adjective,The external world > matter > colour > named colors
blush-tinted,1818,pale-red or pink,pink,,adjective,The external world > matter > colour > named colors
flesh-red,1819,pale-red or pink,pink,,adjective,The external world > matter > colour > named colors
naturelle,1873,pale-red or pink,pink,,adjective,The external world > matter > colour > named colors
flesh-pink,1882,pale-red or pink,pink,,adjective,The external world > matter > colour > named colors
lilac-pink,1882,pale-red or pink,pink,,adjective,The external world > matter > colour > named colors
nude,1922,pale-red or pink,pink,,adjective,The external world > matter > colour > named colors
magnolia-pink,1931,pale-red or pink,pink,,adjective,The external world > matter > colour > named colors
salmony,1935,pale-red or pink,pink,,adjective,The external world > matter > colour > named colors
magnolia,1963,pale-red or pink,pink,,adjective,The external world > matter > colour > named colors
poppy pink,1894,pale-red or pink,pink,,adjective,The external world > matter > colour > named colors
strawberry,1675,other reds,red,,adjective,The external world > matter > colour > named colors
raspberry red,1735,other reds,red,,adjective,The external world > matter > colour > named colors
pomegranate,1844,other reds,red,,adjective,The external world > matter > colour > named colors
framboise,1904,other reds,red,,adjective,The external world > matter > colour > named colors
raspberry,1909,other reds,red,,adjective,The external world > matter > colour > named colors
crushed raspberry,1931,other reds,red,,adjective,The external world > matter > colour > named colors
pink-washed,1895,other reds,red,,adjective,The external world > matter > colour > named colors
rubent,1568,becoming red,red,,adjective,The external world > matter > colour > named colors
reddening,1701,becoming red,red,,adjective,The external world > matter > colour > named colors
erubescent,1736,becoming red,red,,adjective,The external world > matter > colour > named colors
rubifying,1405,making red,red,,adjective,The external world > matter > colour > named colors
rubificative,1580,making red,red,,adjective,The external world > matter > colour > named colors
ruddy,1693,making red,red,,adjective,The external world > matter > colour > named colors
rubific,1701,making red,red,,adjective,The external world > matter > colour > named colors
red-making,1704,making red,red,,adjective,The external world > matter > colour > named colors
rubific,1704,making red,red,,adjective,The external world > matter > colour > named colors
rubified,1526,made red,red,,adjective,The external world > matter > colour > named colors
reddened,1552,made red,red,,adjective,The external world > matter > colour > named colors
empurpled,1600,made red,red,,adjective,The external world > matter > colour > named colors
crimsoned,1641,made red,red,,adjective,The external world > matter > colour > named colors
ruddied,1793,made red,red,,adjective,The external world > matter > colour > named colors
incarnadined,1821,made red,red,,adjective,The external world > matter > colour > named colors
carnationed,1823,made red,red,,adjective,The external world > matter > colour > named colors
purpured,1382,made red,red,,adjective,The external world > matter > colour > named colors
in grain,1386,made red,red,,adjective,The external world > matter > colour > named colors
purpled,1450,made red,red,,adjective,The external world > matter > colour > named colors
engored,1602,made red,red,,adjective,The external world > matter > colour > named colors
encrimsoned,1609,made red,red,,adjective,The external world > matter > colour > named colors
vermeiled,1616,made red,red,,adjective,The external world > matter > colour > named colors
raddled,1656,made red,red,,adjective,The external world > matter > colour > named colors
ruddled,1691,made red,red,,adjective,The external world > matter > colour > named colors
vermilioned,1725,made red,red,,adjective,The external world > matter > colour > named colors
incrimsoned,1831,made red,red,,adjective,The external world > matter > colour > named colors
incarmined,1863,made red,red,,adjective,The external world > matter > colour > named colors
carmined,1893,made red,red,,adjective,The external world > matter > colour > named colors
rosed,1577,made red,red,,adjective,The external world > matter > colour > named colors
rosied,1600,made red,red,,adjective,The external world > matter > colour > named colors
pinkified,1886,made red,red,,adjective,The external world > matter > colour > named colors
rubric,1475,made red,red,,adjective,The external world > matter > colour > named colors
rubricate,1604,made red,red,,adjective,The external world > matter > colour > named colors
rubricated,1604,made red,red,,adjective,The external world > matter > colour > named colors
rubrical,1655,made red,red,,adjective,The external world > matter > colour > named colors
rubricked,1728,made red,red,,adjective,The external world > matter > colour > named colors
Brazil,1600,red colouring matter,red,,adjective,The external world > matter > colour > named colors
pelagian,1601,red colouring matter,red,,adjective,The external world > matter > colour > named colors
rubric,1835,red colouring matter,red,,adjective,The external world > matter > colour > named colors
green,0,green,green,,adjective,The external world > matter > colour > named colors
verdant,1581,green,green,,adjective,The external world > matter > colour > named colors
verdurant,1583,green,green,,adjective,The external world > matter > colour > named colors
sinople,1590,green,green,,adjective,The external world > matter > colour > named colors
vernant,1594,green,green,,adjective,The external world > matter > colour > named colors
viricund,1599,green,green,,adjective,The external world > matter > colour > named colors
virid,1600,green,green,,adjective,The external world > matter > colour > named colors
deep green,1609,green,green,,adjective,The external world > matter > colour > named colors
virideous,1688,green,green,,adjective,The external world > matter > colour > named colors
evergreen,1796,green,green,,adjective,The external world > matter > colour > named colors
virent,1830,green,green,,adjective,The external world > matter > colour > named colors
greenish,1398,greenish,green,,adjective,The external world > matter > colour > named colors
herbish,1562,greenish,green,,adjective,The external world > matter > colour > named colors
watchet,1609,greenish,green,,adjective,The external world > matter > colour > named colors
willowish,1653,greenish,green,,adjective,The external world > matter > colour > named colors
greeny,1657,greenish,green,,adjective,The external world > matter > colour > named colors
viridescent,1847,greenish,green,,adjective,The external world > matter > colour > named colors
greensome,1883,greenish,green,,adjective,The external world > matter > colour > named colors
greenery,1896,greenish,green,,adjective,The external world > matter > colour > named colors
smaragdine,1591,bright green,mediumseagreen,,adjective,The external world > matter > colour > named colors
emerald-green,1637,bright green,mediumseagreen,,adjective,The external world > matter > colour > named colors
poison green,1749,bright green,mediumseagreen,,adjective,The external world > matter > colour > named colors
emeraldine,1855,bright green,mediumseagreen,,adjective,The external world > matter > colour > named colors
lime-green,1890,bright green,mediumseagreen,,adjective,The external world > matter > colour > named colors
twig-green,1892,bright green,mediumseagreen,,adjective,The external world > matter > colour > named colors
steel-green,1560,dark green,darkgreen,,adjective,The external world > matter > colour > named colors
bottle-green,1785,dark green,darkgreen,,adjective,The external world > matter > colour > named colors
corbeau,1810,dark green,darkgreen,,adjective,The external world > matter > colour > named colors
forest-green,1810,dark green,darkgreen,,adjective,The external world > matter > colour > named colors
rifle green,1829,dark green,darkgreen,,adjective,The external world > matter > colour > named colors
spinach-green,1845,dark green,darkgreen,,adjective,The external world > matter > colour > named colors
pine green,1892,dark green,darkgreen,,adjective,The external world > matter > colour > named colors
army green,1897,dark green,darkgreen,,adjective,The external world > matter > colour > named colors
malachite,1900,dark green,darkgreen,,adjective,The external world > matter > colour > named colors
seaweed-green,1937,dark green,darkgreen,,adjective,The external world > matter > colour > named colors
light green,0,light green,lightgreen,,adjective,The external world > matter > colour > named colors
beryl,1508,light green,lightgreen,,adjective,The external world > matter > colour > named colors
water,1592,light green,lightgreen,,adjective,The external world > matter > colour > named colors
berylline,1847,light green,lightgreen,,adjective,The external world > matter > colour > named colors
chlorine,1849,light green,lightgreen,,adjective,The external world > matter > colour > named colors
peppermint,1868,light green,lightgreen,,adjective,The external world > matter > colour > named colors
reseda,1873,light green,lightgreen,,adjective,The external world > matter > colour > named colors
spring green,1891,light green,lightgreen,,adjective,The external world > matter > colour > named colors
lily-green,1965,light green,lightgreen,,adjective,The external world > matter > colour > named colors
pepperminty,1981,light green,lightgreen,,adjective,The external world > matter > colour > named colors
grass green,700,grass green,lawngreen,http://wonderopolis.org/wp-content/uploads//2014/03/dreamstime_xl_13459006-custom.jpg,adjective,The external world > matter > colour > named colors
grassy,1567,grass green,lawngreen,http://wonderopolis.org/wp-content/uploads//2014/03/dreamstime_xl_13459006-custom.jpg,adjective,The external world > matter > colour > named colors
prasine,1398,leek green,mediumseagreen,http://www.churchofthemessiah.ca/wp-content/uploads/2014/10/29987836_xl-200x300.jpg,adjective,The external world > matter > colour > named colors
leeky,1552,leek green,mediumseagreen,http://www.churchofthemessiah.ca/wp-content/uploads/2014/10/29987836_xl-200x300.jpg,adjective,The external world > matter > colour > named colors
leekish,1576,leek green,mediumseagreen,http://www.churchofthemessiah.ca/wp-content/uploads/2014/10/29987836_xl-200x300.jpg,adjective,The external world > matter > colour > named colors
porraceous,1600,leek green,mediumseagreen,http://www.churchofthemessiah.ca/wp-content/uploads/2014/10/29987836_xl-200x300.jpg,adjective,The external world > matter > colour > named colors
leek-green,1864,leek green,mediumseagreen,http://www.churchofthemessiah.ca/wp-content/uploads/2014/10/29987836_xl-200x300.jpg,adjective,The external world > matter > colour > named colors
gaudy-green,1400,yellowish-green,yellowgreen,,adjective,The external world > matter > colour > named colors
gosling-colour,1600,yellowish-green,yellowgreen,,adjective,The external world > matter > colour > named colors
gosling-green,1756,yellowish-green,yellowgreen,,adjective,The external world > matter > colour > named colors
chrysoprase,1835,yellowish-green,yellowgreen,,adjective,The external world > matter > colour > named colors
tilleul,1884,yellowish-green,yellowgreen,,adjective,The external world > matter > colour > named colors
olive green,1600,yellowish-green,yellowgreen,,adjective,The external world > matter > colour > named colors
olive,1600,yellowish-green,yellowgreen,,adjective,The external world > matter > colour > named colors
olive-coloured,1752,yellowish-green,yellowgreen,,adjective,The external world > matter > colour > named colors
olivaceous,1776,yellowish-green,yellowgreen,,adjective,The external world > matter > colour > named colors
olive-greenish,1858,yellowish-green,yellowgreen,,adjective,The external world > matter > colour > named colors
olivescent,1900,yellowish-green,yellowgreen,,adjective,The external world > matter > colour > named colors
glaucy,1593,blusih green,lightseagreen,,adjective,The external world > matter > colour > named colors
sea-green,1603,blusih green,lightseagreen,,adjective,The external world > matter > colour > named colors
wave-green,1626,blusih green,lightseagreen,,adjective,The external world > matter > colour > named colors
aeruginous,1646,blusih green,lightseagreen,,adjective,The external world > matter > colour > named colors
glaucous,1671,blusih green,lightseagreen,,adjective,The external world > matter > colour > named colors
eruginary,1681,blusih green,lightseagreen,,adjective,The external world > matter > colour > named colors
verdazurine,1681,blusih green,lightseagreen,,adjective,The external world > matter > colour > named colors
blue-green,1704,blusih green,lightseagreen,,adjective,The external world > matter > colour > named colors
bluish-green,1754,blusih green,lightseagreen,,adjective,The external world > matter > colour > named colors
caesious,1835,blusih green,lightseagreen,,adjective,The external world > matter > colour > named colors
verditer,1857,blusih green,lightseagreen,,adjective,The external world > matter > colour > named colors
verd-asure,1876,blusih green,lightseagreen,,adjective,The external world > matter > colour > named colors
verdigrisy,1897,blusih green,lightseagreen,,adjective,The external world > matter > colour > named colors
brown green,1882,brownish green,olive,,adjective,The external world > matter > colour > named colors
greyish green,0,greyish green,darkslategray,,adjective,The external world > matter > colour > named colors
glass,1547,greyish green,lightseagreen,,adjective,The external world > matter > colour > named colors
sage-coloured,1596,greyish green,lightseagreen,,adjective,The external world > matter > colour > named colors
sage,1785,greyish green,lightseagreen,,adjective,The external world > matter > colour > named colors
sage-greeny,1884,greyish green,lightseagreen,,adjective,The external world > matter > colour > named colors
avocado,1947,avocado green,lightseagreen,https://www.bbcgoodfood.com/sites/default/files/glossary/avocado.jpg,adjective,The external world > matter > colour > named colors
beech-green,1450,other green,green,,adjective,The external world > matter > colour > named colors
viper-green,1602,other green,green,,adjective,The external world > matter > colour > named colors
sap-green,1658,other green,green,,adjective,The external world > matter > colour > named colors
lettuce green,1834,other green,green,,adjective,The external world > matter > colour > named colors
Kendal green,1866,other green,green,,adjective,The external world > matter > colour > named colors
jade-green,1868,other green,green,,adjective,The external world > matter > colour > named colors
pistachio,1875,other green,green,,adjective,The external world > matter > colour > named colors
lizard-green,1897,other green,green,,adjective,The external world > matter > colour > named colors
mango,1991,other green,green,,adjective,The external world > matter > colour > named colors
greening,1590,becoming green,green,,adjective,The external world > matter > colour > named colors
virescent,1826,becoming green,green,,adjective,The external world > matter > colour > named colors
greenable,1871,becoming green,green,,adjective,The external world > matter > colour > named colors
chlorophyllous,1863,green colouring matter,green,,adjective,The external world > matter > colour > named colors
chlorophyllian,1880,green colouring matter,green,,adjective,The external world > matter > colour > named colors
chlorophyllaceous,1882,green colouring matter,green,,adjective,The external world > matter > colour > named colors
aeruginous,1425,green colouring matter,green,,adjective,The external world > matter > colour > named colors
verdigris,0,green colouring matter,green,,adjective,The external world > matter > colour > named colors
viridian,1902,green colouring matter,green,,adjective,The external world > matter > colour > named colors
yellow,700,yellow,yellow,,adjective,The external world > matter > colour > named colors
blayk,1400,yellow,yellow,,adjective,The external world > matter > colour > named colors
jaune,1430,yellow,yellow,,adjective,The external world > matter > colour > named colors
flaw,1450,yellow,yellow,,adjective,The external world > matter > colour > named colors
jaundiced,1640,yellow,yellow,,adjective,The external world > matter > colour > named colors
flaxed,1652,yellow,yellow,,adjective,The external world > matter > colour > named colors
flave,1657,yellow,yellow,,adjective,The external world > matter > colour > named colors
flavous,1666,yellow,yellow,,adjective,The external world > matter > colour > named colors
blake,1691,yellow,yellow,,adjective,The external world > matter > colour > named colors
gambogian,1837,yellow,yellow,,adjective,The external world > matter > colour > named colors
yellowish,1379,yellowish,yellow,,adjective,The external world > matter > colour > named colors
saffronish,1530,yellowish,yellow,,adjective,The external world > matter > colour > named colors
jaunish,1597,yellowish,yellow,,adjective,The external world > matter > colour > named colors
sanded,1600,yellowish,yellow,,adjective,The external world > matter > colour > named colors
saffrony,1630,yellowish,yellow,,adjective,The external world > matter > colour > named colors
yellowy,1667,yellowish,yellow,,adjective,The external world > matter > colour > named colors
sallow,1747,yellowish,yellow,,adjective,The external world > matter > colour > named colors
sallowish,1753,yellowish,yellow,,adjective,The external world > matter > colour > named colors
sandy,1819,yellowish,yellow,,adjective,The external world > matter > colour > named colors
flavescent,1853,yellowish,yellow,,adjective,The external world > matter > colour > named colors
sandyish,1863,yellowish,yellow,,adjective,The external world > matter > colour > named colors
flavicant,1871,yellowish,yellow,,adjective,The external world > matter > colour > named colors
chromy,1883,yellowish,yellow,,adjective,The external world > matter > colour > named colors
sunnish,1374,bright yellow,yellow,,adjective,The external world > matter > colour > named colors
sunny,1600,bright yellow,yellow,,adjective,The external world > matter > colour > named colors
canary,1818,bright yellow,yellow,,adjective,The external world > matter > colour > named colors
marigold,1872,bright yellow,yellow,,adjective,The external world > matter > colour > named colors
buttercup,1875,bright yellow,yellow,,adjective,The external world > matter > colour > named colors
nasturtium-yellow,1892,bright yellow,yellow,,adjective,The external world > matter > colour > named colors
sunshine-yellow,1971,bright yellow,yellow,,adjective,The external world > matter > colour > named colors
topazine,1826,dark lustrous yellow,gold,,adjective,The external world > matter > colour > named colors
topaz-tinted,1845,dark lustrous yellow,gold,,adjective,The external world > matter > colour > named colors
topas-coloured,1902,dark lustrous yellow,gold,,adjective,The external world > matter > colour > named colors
pale yellow,0,pale yellow,lightyellow,,adjective,The external world > matter > colour > named colors
gull,1300,pale yellow,lightyellow,,adjective,The external world > matter > colour > named colors
flaxen,1523,pale yellow,lightyellow,,adjective,The external world > matter > colour > named colors
palew,1547,pale yellow,lightyellow,,adjective,The external world > matter > colour > named colors
straw-coloured,1585,pale yellow,lightyellow,,adjective,The external world > matter > colour > named colors
branlie,1589,pale yellow,lightyellow,,adjective,The external world > matter > colour > named colors
straw colour,1589,pale yellow,lightyellow,,adjective,The external world > matter > colour > named colors
flaxy,1634,pale yellow,lightyellow,,adjective,The external world > matter > colour > named colors
festucine,1646,pale yellow,lightyellow,,adjective,The external world > matter > colour > named colors
sulphureous,1656,pale yellow,lightyellow,,adjective,The external world > matter > colour > named colors
flaxenish,1661,pale yellow,lightyellow,,adjective,The external world > matter > colour > named colors
strawy,1668,pale yellow,lightyellow,,adjective,The external world > matter > colour > named colors
straw-yellow,1794,pale yellow,lightyellow,,adjective,The external world > matter > colour > named colors
bomycinous,1796,pale yellow,lightyellow,,adjective,The external world > matter > colour > named colors
sulphur-coloured,1811,pale yellow,lightyellow,,adjective,The external world > matter > colour > named colors
sherry-yellow,1813,pale yellow,lightyellow,,adjective,The external world > matter > colour > named colors
sulphur-yellow,1816,pale yellow,lightyellow,,adjective,The external world > matter > colour > named colors
bombasic,1825,pale yellow,lightyellow,,adjective,The external world > matter > colour > named colors
straw,1842,pale yellow,lightyellow,,adjective,The external world > matter > colour > named colors
wax-coloured,1842,pale yellow,lightyellow,,adjective,The external world > matter > colour > named colors
stramineous,1845,pale yellow,lightyellow,,adjective,The external world > matter > colour > named colors
maize-coloured,1852,pale yellow,lightyellow,,adjective,The external world > matter > colour > named colors
daffodil,1855,pale yellow,lightyellow,,adjective,The external world > matter > colour > named colors
daw,1856,pale yellow,lightyellow,,adjective,The external world > matter > colour > named colors
flax,1873,pale yellow,lightyellow,,adjective,The external world > matter > colour > named colors
sherry-coloured,1875,pale yellow,lightyellow,,adjective,The external world > matter > colour > named colors
mastic,1890,pale yellow,lightyellow,,adjective,The external world > matter > colour > named colors
sulpho-chromic,1895,pale yellow,lightyellow,,adjective,The external world > matter > colour > named colors
ochroid,1897,pale yellow,lightyellow,,adjective,The external world > matter > colour > named colors
wheat-coloured,1898,pale yellow,lightyellow,,adjective,The external world > matter > colour > named colors
sulphurous,1899,pale yellow,lightyellow,,adjective,The external world > matter > colour > named colors
sulphury,1900,pale yellow,lightyellow,,adjective,The external world > matter > colour > named colors
tea-rose,1900,pale yellow,lightyellow,,adjective,The external world > matter > colour > named colors
straw-pale,1922,pale yellow,lightyellow,,adjective,The external world > matter > colour > named colors
subcitrine,1386,pale yellow,lightyellow,,adjective,The external world > matter > colour > named colors
citrine,1398,pale yellow,lightyellow,,adjective,The external world > matter > colour > named colors
citron-coloured,1574,pale yellow,lightyellow,,adjective,The external world > matter > colour > named colors
primrose-coloured,1747,pale yellow,lightyellow,,adjective,The external world > matter > colour > named colors
lemon-coloured,1758,pale yellow,lightyellow,,adjective,The external world > matter > colour > named colors
primrose,1788,pale yellow,lightyellow,,adjective,The external world > matter > colour > named colors
lemon-yellow,1807,pale yellow,lightyellow,,adjective,The external world > matter > colour > named colors
citron-hued,1852,pale yellow,lightyellow,,adjective,The external world > matter > colour > named colors
lemon,1875,pale yellow,lightyellow,,adjective,The external world > matter > colour > named colors
primrosy,1882,pale yellow,lightyellow,,adjective,The external world > matter > colour > named colors
citron,1924,pale yellow,lightyellow,,adjective,The external world > matter > colour > named colors
golden,1300,golden yellow,gold,,adjective,The external world > matter > colour > named colors
dory,1398,golden yellow,gold,,adjective,The external world > matter > colour > named colors
goldish,1398,golden yellow,gold,,adjective,The external world > matter > colour > named colors
goldly,1430,golden yellow,gold,,adjective,The external world > matter > colour > named colors
aureate,1450,golden yellow,gold,,adjective,The external world > matter > colour > named colors
goldy,1450,golden yellow,gold,,adjective,The external world > matter > colour > named colors
gilden,1586,golden yellow,gold,,adjective,The external world > matter > colour > named colors
scorn-gold,1586,golden yellow,gold,,adjective,The external world > matter > colour > named colors
Pactolian,1586,golden yellow,gold,,adjective,The external world > matter > colour > named colors
aureal,1587,golden yellow,gold,,adjective,The external world > matter > colour > named colors
